question,option_a,option_b,option_c,option_d,correct_answer,explanation,evidence,page_number,chunk_id,difficulty,bloom_level
"Theo thông tin trong CONTEXT, từ đầu Công nguyên ở Việt Nam xuất hiện các trường dạy chữ Hán tại đâu?",Tại các tỉnh,Tại các xã,Tại các huyện,Tại các quận,D,"Theo thông tin, từ đầu Công nguyên ở Việt Nam xuất hiện các trường dạy chữ Hán tại các quận.",ở Việt Nam xuất hiện các trường dạy chữ Hán tại các quận,72,page_072_01,easy,remember
Chùa Dâu được xây dựng vào năm nào theo thông tin trong CONTEXT?,1953,2013,226,187,D,"Theo thông tin, Chùa Dâu được khởi công xây dựng năm 187 và hoàn thành năm 226.","Chùa Dâu (xã Thanh Khương, huyện Thuận Thành, tỉnh Bắc Ninh) là một trong những ngôi chùa cổ nhất Việt Nam, được khởi công xây dựng năm 187 và hoàn thành năm 226.",73,page_073_01,easy,remember
Năm nào Chùa Dâu được công nhận là Di tích quốc gia đặc biệt?,2013,226,187,1953,A,"Theo thông tin, tháng 12-2013, Chùa Dâu được công nhận là Di tích quốc gia đặc biệt.","Tháng 12-2013, chùa Dâu được công nhận là Di tích quốc gia đặc biệt.",73,page_073_01,easy,remember
"Theo thông tin, Chùa Dâu tọa lạc ở đâu?",Thành phố Hà Nội,Tỉnh Nam Định,"Huyện Gia Lâm, thành phố Hà Nội","Huyện Thuận Thành, tỉnh Bắc Ninh",D,"Theo thông tin, Chùa Dâu tọa lạc ở xã Thanh Khương, huyện Thuận Thành, tỉnh Bắc Ninh.","Chùa Dâu (xã Thanh Khương, huyện Thuận Thành, tỉnh Bắc Ninh) là một trong những ngôi chùa cổ nhất Việt Nam",73,page_073_01,easy,remember
"Theo thông tin, Chùa Dâu được xây dựng vào thời kỳ nào?",Hậu Lê,Trung Quốc,Phong kiến phương Bắc,Đông La,C,"Theo thông tin, Chùa Dâu là một trong những ngôi chùa cổ nhất Việt Nam, được xây dựng vào thời kỳ phong kiến phương Bắc.","Chùa Dâu (xã Thanh Khương, huyện Thuận Thành, tỉnh Bắc Ninh) là một trong những ngôi chùa cổ nhất Việt Nam, được khởi công xây dựng năm 187 và hoàn thành năm 226.",73,page_073_01,medium,remember
"Trong thời kỳ Bắc thuộc, tinh thần yêu nước của nhân dân Việt Nam được thể hiện như thế nào theo đoạn văn?",Nhờ sự hòa bình và ổn định mang lại bởi các triều đại này,Đoàn kết với các triều đại Bắc thuộc để phát triển kinh tế,Bằng việc chấp nhận sự cai trị của các triều đại ngoại bang,Qua những cuộc khởi nghĩa chống lại các triều đại Bắc thuộc,D,"Theo đoạn văn, tinh thần yêu nước được thể hiện qua những cuộc khởi nghĩa chống lại các triều đại Bắc thuộc.","Dân ta có một lòng nồng nàn yêu nước. Đó là một truyền thống quý báu của ta. Từ xưa tới nay, mỗi khi Tổ quốc bị xâm lăng, thì tinh thần ấy lại sôi nổi, nó kết thành một làn sóng vô cùng mạnh mẽ, to lớn, nó lướt qua mọi sự nguy hiểm, khó khăn, nó nhấn chìm tất cả lũ bán nước và lũ cướp nước.",74,page_074_01,medium,understand
"Theo đoạn văn, tinh thần yêu nước của nhân dân Việt Nam thể hiện như thế nào trong các cuộc khởi nghĩa?",Nó yếu ớt và dễ bị đánh bại,Nó không thể vượt qua các khó khăn trong thời kỳ Bắc thuộc,Nó chỉ xuất hiện khi có sự can thiệp từ triều đại Bắc thuộc,Nó sôi nổi và mạnh mẽ,D,"Theo đoạn văn, tinh thần yêu nước sôi nổi và mạnh mẽ, nhấn chìm tất cả lũ bán nước và cướp nước.","nó kết thành một làn sóng vô cùng mạnh mẽ, to lớn, nó lướt qua mọi sự nguy hiểm, khó khăn, nó nhấn chìm tất cả lũ bán nước và lũ cướp nước",74,page_074_01,easy,remember
"Theo đoạn văn, mục đích của các cuộc khởi nghĩa trong thời Bắc thuộc là gì?",Để bảo vệ quyền lợi của triều đại Bắc thuộc,Để chống lại sự xâm lược và giành độc lập cho dân tộc,Để củng cố quyền lực của các vua chúa địa phương,Để phát triển kinh tế và văn hóa,B,"Theo đoạn văn, mục đích của các cuộc khởi nghĩa là chống lại sự xâm lược và giành độc lập cho dân tộc.","mỗi khi Tổ quốc bị xâm lăng, thì tinh thần ấy lại sôi nổi, nó kết thành một làn sóng vô cùng mạnh mẽ, to lớn, nó lướt qua mọi sự nguy hiểm, khó khăn, nó nhấn chìm tất cả lũ bán nước và lũ cướp nước",74,page_074_01,medium,analyze
"Theo đoạn văn, tinh thần yêu nước của nhân dân Việt Nam thể hiện qua những cuộc khởi nghĩa như thế nào?",Qua sự đoàn kết và đấu tranh chống lại các triều đại Bắc thuộc,Đoàn kết với các triều đại Bắc thuộc để phát triển kinh tế,Bằng việc chấp nhận sự cai trị của các triều đại Bắc thuộc,Nhờ sự hòa bình và ổn định mang lại bởi các triều đại này,A,"Theo đoạn văn, tinh thần yêu nước thể hiện qua sự đoàn kết và đấu tranh chống lại các triều đại Bắc thuộc.","mỗi khi Tổ quốc bị xâm lăng, thì tinh thần ấy lại sôi nổi, nó kết thành một làn sóng vô cùng mạnh mẽ, to lớn, nó lướt qua mọi sự nguy hiểm, khó khăn, nó nhấn chìm tất cả lũ bán nước và lũ cướp nước",74,page_074_01,hard,apply
Trung Trắc là con gái của ai?,Tô Định,Lạc tướng huyện Mê Linh,Hùng Vương,Thi Sách,B,"Trong văn bản, có đề cập Trung Trắc là con gái của Lạc tướng huyện Mê Linh.",Lạc tướng huyện Mê Linh (Hà Nội ngày nay).,75,page_075_01,easy,remember
"Trong lễ xuất quân, Hai Bà Trưng đã thề gì?",Tô Định sẽ bị trừng phạt,Ba kẻo oan ức lòng chồng,Hai xin đem lại nghiệp xưa họ Hùng,Một xin rửa sạch nước thù,D,"Trong văn bản, có đề cập lời thề của Hai Bà Trưng: 'Một xin rửa sạch nước thù'.","""Một xin rửa sạch nước thù""",75,page_075_01,medium,remember
"Sau khi khởi nghĩa, nghĩa quân của Hai Bà Trưng đã hạ thành nào?",Luy Lâu,Cổ Loa,Hát Môn,Phúc Thọ,B,"Trong văn bản, có đề cập nghĩa quân của Hai Bà Trưng hạ thành Cổ Loa.","hạ thành Cổ Loa, tiến đánh và làm chủ Luy Lâu (Bắc Ninh).",75,page_075_01,medium,remember
"Sau khi giành thắng lợi, Hai Bà Trưng xưng vương ở đâu?",Mê Linh,Đông Hồ,Trung Quốc,Hát Môn,A,"Theo văn bản, sau khi giành thắng lợi, Trưng Trắc xưng vương và đóng đô ở Mê Linh.","Sau khi giành thắng lợi, Trưng Trắc xưng vương, đóng đô ở Mê Linh.",76,page_076_01,easy,remember
"Theo văn bản, Hai Bà Trưng đã gieo mình xuống sông nào?",Đông Hồ,Hát tuần tiết,Mê Linh,Hát Môn,B,"Theo văn bản, Hai Bà Trưng đã gieo mình xuống sông Hát tuần tiết.","Tương truyền, Hai Bà Trưng đã gieo mình xuống sông Hát tuần tiết (năm 43).",76,page_076_01,medium,remember
"Theo Đại Việt sử kí toàn thư, cuộc khởi nghĩa Hai Bà Trưng thể hiện tinh thần gì của người Việt?",Tôn giáo,Truyền thống,Kinh tế,Yêu nước,D,"Theo văn bản, cuộc khởi nghĩa Hai Bà Trưng thể hiện tinh thần yêu nước của người Việt.","""Trưng Trắc, Trưng Nhị là đàn bà, hô một tiếng mà các quận Cửu Chân, Nhật Nam, Hợp Phố (...) đều hưởng ứng. Việc dựng nước xưng vương dễ như trở bàn tay, đủ biết tinh thể đất Việt ta có thể dựng được nghiệp bá vương"".",76,page_076_01,hard,analyze
"Theo CONTEXT, Lý Bí quê ở đâu?","Xã Tiên Phong, huyện Phổ Yên, tỉnh Thái Nguyên","Châu Giã Năng, xứ Kinh Bắc",Châu Thanh Hoá,Thành phố Hà Nội,B,"Lý Bí quê ở châu Giã Năng, xứ Kinh Bắc (nay là xã Tiên Phong, huyện Phổ Yên, tỉnh Thái Nguyên).","Trong CONTEXT: Lý Bí (503 – 548), quê ở châu Giã Năng, xứ Kinh Bắc (nay là xã Tiên Phong, huyện Phổ Yên, tỉnh Thái Nguyên).",78,page_078_01,easy,remember
Nhà Lương áp đặt chính sách gì khiến người Việt cảm thấy bất bình?,Quy định chỉ những người ở phương Bắc được làm quan,Tăng thuế đối với người dân,Chỉ cho phép những người thuộc dòng họ vua giữ chức quan to,Hạn chế quyền tự do di chuyển của người dân,C,"Theo CONTEXT, nhà Lương quy định chỉ những người thuộc dòng họ vua và một số dòng họ lớn ở phương Bắc mới được giữ chức vụ quan trọng từ cấp huyện trở lên.","Trong CONTEXT: đặc biệt, nhà Lương quy định chỉ những người thuộc dòng họ vua và một số dòng họ lớn ở phương Bắc mới được giữ chức vụ quan trọng từ cấp huyện trở lên. Chính sách này làm tăng thêm mâu thuẫn vốn có giữa người Việt với chính quyền phong kiến phương Bắc.",78,page_078_01,hard,analyze
Năm nào Lý Bí lãnh đạo người Việt nổi dậy khởi nghĩa?,550,544,542,540,C,Lý Bí lãnh đạo người Việt nổi dậy khởi nghĩa vào Mùa Xuân năm 542.,"Mùa Xuân năm 542, Lý Bí đã lãnh đạo người Việt nổi dậy khởi nghĩa.",79,page_079_01,easy,remember
Nước Vạn Xuân được thành lập vào năm nào?,545,544,542,540,B,Nước Vạn Xuân được thành lập vào Mùa Xuân năm 544.,"Mùa Xuân năm 544, nước Vạn Xuân được thành lập.",79,page_079_01,easy,remember
Triệu Quang Phục rút quân về đâu để xây dựng căn cứ kháng chiến?,Khuất Lão,Long Biên,Dạ Trạch,Vạn Xuân,C,"Triệu Quang Phục rút quân về đầm Dạ Trạch (Khoái Châu, Hưng Yên) để xây dựng căn cứ kháng chiến.","Triệu Quang Phục rút quân về xây dựng căn cứ tại đầm Dạ Trạch (Khoái Châu, Hưng Yên), tổ chức kháng chiến lâu dài.",79,page_079_01,medium,remember
Cuộc khởi nghĩa Lý Bí và nước Vạn Xuân để lại những bài học quý báu về tinh thần nào cho lịch sử dân tộc Việt Nam?,Phát triển kinh tế,Kháng chiến kiên trì,Tôn giáo,Học vấn,B,"Cuộc khởi nghĩa Lý Bí và nước Vạn Xuân để lại những bài học quý báu về tinh thần kháng chiến kiên trì, cách đánh du kích sáng tạo cho lịch sử dân tộc Việt Nam.","cuộc kháng chiến của nhân dân nước Vạn Xuân chống lại quân Lương xâm lược còn để lại những bài học quý báu về tinh thần kháng chiến kiên trì, cách đánh du kích sáng tạo cho lịch sử dân tộc Việt Nam sau này.",79,page_079_01,hard,analyze
Năm nào Mai Thúc Loan phát động cuộc khởi nghĩa?,713,705,722,730,A,"Theo thông tin trong đoạn văn, Mai Thúc Loan phát động cuộc khởi nghĩa năm 713.","Năm 713, Mai Thúc Loan phát động cuộc khởi nghĩa và nhanh chóng làm chủ vùng đất Hoan Châu.",80,page_080_01,easy,remember
Cuộc khởi nghĩa của Mai Thúc Loan đã thu hút bao nhiêu người tham gia?,30 vạn,10 vạn,50 vạn,20 vạn,C,"Theo thông tin trong đoạn văn, cuộc khởi nghĩa đã thu hút hàng chục vạn người tham gia.",Cuộc khởi nghĩa đã nhanh chóng thu hút hàng chục vạn người ở khắp các vùng miền tham gia.,80,page_080_01,medium,remember
"Sau khi cuộc khởi nghĩa bị dập tắt, nhà Đường đã đưa bao nhiêu quân sang đàn áp?",30 vạn,20 vạn,10 vạn,5 vạn,C,"Theo thông tin trong đoạn văn, nhà Đường đưa 10 vạn quân sang đàn áp cuộc khởi nghĩa Mai Thúc Loan.","Năm 722, nhà Đường đưa 10 vạn quân sang đàn áp. Một thời gian sau, cuộc khởi nghĩa Mai Thúc Loan bị dập tắt.",80,page_080_01,hard,remember
"Sau khi chiếm được thành Tống Bình, Phùng Hưng đã làm gì tiếp theo?",Tạo ra chính quyền tự chủ,Đánh đuổi quân nhà Đường,Hợp tác với nhà Đường,Qua đời,D,"Trong đoạn văn, có đề cập rằng Phùng Hưng qua đời không lâu sau khi chiếm được thành Tống Bình.","Tuy nhiên, không lâu sau khi chiếm được thành và sắp đặt việc cai trị, Phùng Hưng qua đời.",81,page_081_01,medium,remember
Cuộc khởi nghĩa nào đã kết thúc vào cuối thế kỷ VIII theo đoạn văn?,Khởi nghĩa Lê Lợi,Khởi nghĩa Phùng Hưng,Khởi nghĩa Mai Thúc Loan,Khởi nghĩa Hai Bà Trưng,B,"Đoạn văn nói rằng cuối thế kỷ VIII, nhà Đường đưa quân sang đàn áp và cuộc khởi nghĩa Phùng Hưng kết thúc.","Cuối thế kỉ VIII, nhà Đường đưa quân sang đàn áp, cuộc khởi nghĩa kết thúc.",81,page_081_01,medium,remember
"Theo đoạn văn, ý nghĩa lịch sử của các cuộc khởi nghĩa Mai Thúc Loan và Phùng Hưng là gì?",Hợp tác với nhà Đường,Cổ vũ tinh thần đấu tranh giành độc lập,Đánh đuổi quân nhà Hán,Tạo ra chính quyền tự chủ,B,Đoạn văn nêu rõ ý nghĩa lịch sử của các cuộc khởi nghĩa là cổ vũ tinh thần đấu tranh giành độc lập hoàn toàn.,các cuộc khởi nghĩa này đã cổ vũ trực tiếp cho tinh thần đấu tranh giành độc lập hoàn toàn của người Việt đầu thế kỉ X.,81,page_081_01,hard,analyze
"Trong cuộc khởi nghĩa của Hai Bà Trưng, nguyên nhân chính là gì?","Việc Bắc thuộc gây áp bức, bóc lột người dân",Do tranh chấp lãnh thổ với các triều đại khác,Đối phó với dịch bệnh,Để chiếm đoạt quyền lực địa phương,A,"Nguyên nhân chính của cuộc khởi nghĩa Hai Bà Trưng là do Bắc thuộc gây áp bức, bóc lột người dân.","Trong các cuộc khởi nghĩa tiêu biểu của người Việt từ đầu Công nguyên đến trước thế kỉ X, em hãy trình bày nguyên nhân, diễn biến, kết quả, ý nghĩa lịch sử của một cuộc khởi nghĩa mà em thấy ấn tượng nhất.",82,page_082_01,medium,remember
Cuộc khởi nghĩa Hai Bà Trưng diễn ra vào khoảng thời gian nào?,Khoảng năm 20-40 sau Công nguyên,Khoảng năm 400-450 sau Công nguyên,Khoảng năm 150-200 sau Công nguyên,Khoảng năm 300-350 sau Công nguyên,A,Cuộc khởi nghĩa Hai Bà Trưng diễn ra vào khoảng năm 20-40 sau Công nguyên.,"Trong các cuộc khởi nghĩa tiêu biểu của người Việt từ đầu Công nguyên đến trước thế kỉ X, em hãy trình bày nguyên nhân, diễn biến, kết quả, ý nghĩa lịch sử của một cuộc khởi nghĩa mà em thấy ấn tượng nhất.",82,page_082_01,easy,remember
Bà Triệu là một trong những nữ tướng nổi tiếng thời Bắc thuộc. Em hãy nêu một điểm di tích liên quan đến Bà Triệu?,Đền Mẫu,Đền Hùng,Đền Bạch Mã,Đền Thượng,D,Đền Thượng là một trong những điểm di tích liên quan đến Bà Triệu.,"Trong vai hướng dẫn viên du lịch, em hãy giới thiệu một số điểm di tích liên quan đến các nhân vật lịch sử thời Bắc thuộc như Hai Bà Trưng, Bà Triệu, Lý Bí, Mai Thúc Loan, Phùng Hưng,...",82,page_082_01,easy,remember
